way_id;change_type;category;attribute;value_old;value_new;name;highway;length_m;confidence;note;speed_kph_old;speed_kph_new;speed_delta
691139398;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;318.1;high;;;;
691139399;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;855.4;high;;;;
691139400;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;832.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
691139401;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;34.2;high;;;;
691139404;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;757.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
691139405;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;757.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
691139406;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;757.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
691139407;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;757.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
691139408;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;702.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
691139409;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;27.8;high;;;;
697612312;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;199.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
698259110;attr_changed;classification;highway;primary;secondary;Za Viaduktem|nábřeží Kapitána Jaroše;secondary;253.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
700564528;attr_changed;classification;highway;secondary;tertiary;Vrbova;tertiary;330.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
708474103;attr_changed;classification;highway;tertiary;tertiary_link;;tertiary_link;67.4;high;;;;
710706043;attr_changed;classification;highway;tertiary;secondary;Rabakovská;secondary;31.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
715769615;attr_changed;classification;highway;primary;trunk;Strakonická;trunk;2071.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
715769616;attr_changed;classification;highway;primary;trunk;Strakonická;trunk;2071.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
718298455;attr_changed;classification;highway;secondary;tertiary;Hostivařské náměstí|K Horkám|K Horkám;tertiary;170.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
718298456;attr_changed;classification;highway;secondary;tertiary;Hostivařské náměstí|K Horkám|K Horkám;tertiary;170.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
731178599;attr_changed;classification;highway;living_street|residential;living_street;Sázavská;living_street;104.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
731178610;attr_changed;classification;highway;living_street|residential;living_street;Sázavská;living_street;104.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
732613167;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;307.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
751243447;attr_changed;classification;highway;primary;trunk;Lahovický most;trunk;475.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
753289522;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;852.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
753289524;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;764.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
757443935;attr_changed;classification;highway;secondary;primary;Čuprova;primary;9.0;high;;;;
757443937;attr_changed;classification;highway;secondary;primary;Čuprova;primary;63.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
757443938;attr_changed;classification;highway;secondary;primary_link;;primary_link;24.0;high;;;;
757443942;attr_changed;classification;highway;secondary;primary;Čuprova;primary;8.9;high;;;;
757446761;attr_changed;classification;highway;secondary;primary_link;Čuprova;primary_link;12.3;high;;;;
757446764;attr_changed;classification;highway;secondary;primary;Čuprova;primary;29.2;high;;;;
757446765;attr_changed;classification;highway;secondary;primary;Čuprova;primary;16.0;high;;;;
758151833;attr_changed;classification;highway;primary;secondary;Vrbenského;secondary;247.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758151834;attr_changed;classification;highway;primary;secondary;Vrbenského;secondary;247.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758155419;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;94.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758155420;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;375.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758155421;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;375.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758155426;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;1016.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758155427;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;560.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758155429;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;185.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
758155430;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;560.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
762702614;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;330.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
762702615;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;330.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
762702629;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;4.6;high;;;;
762702637;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;43.1;high;;;;
762706870;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;653.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
763218406;attr_changed;classification;highway;primary;secondary;Těšnovský tunel;secondary;421.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
764279700;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;49.0;high;;;;
764279702;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;162.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
764279704;attr_changed;classification;highway;secondary;secondary_link;;secondary_link;25.4;high;;;;
764381029;attr_changed;classification;highway;secondary;secondary_link;;secondary_link;71.0;high;;;;
764382009;attr_changed;classification;highway;residential;tertiary;náměstí Hrdinů;tertiary;48.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
770622258;attr_changed;classification;highway;secondary;tertiary;Rašínovo nábřeží;tertiary;140.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
778923733;attr_changed;classification;highway;secondary;tertiary;Komořanská;tertiary;40.4;high;;;;
778923734;attr_changed;classification;highway;secondary;tertiary;Komořanská;tertiary;176.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
778923736;attr_changed;classification;highway;secondary;tertiary;Komořanská;tertiary;368.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
778923737;attr_changed;classification;highway;secondary;tertiary;Komořanská;tertiary;368.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
805021272;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;298.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
805021274;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;298.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
805021275;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;298.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
805407399;attr_changed;classification;highway;secondary;residential;Divadelní;residential;75.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
805407401;attr_changed;classification;highway;secondary;residential;Divadelní;residential;184.5;high;;;;
805407403;attr_changed;classification;highway;secondary;residential;Betlémská|Divadelní;residential;98.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
809610555;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;376.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
809610556;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;265.5;high;;;;
810752843;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;27.2;high;;;;
810752844;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;139.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
812660244;attr_changed;classification;highway;primary;secondary;Veletržní;secondary;69.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
812662141;attr_changed;classification;highway;secondary;residential;Divadelní;residential;75.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
812923090;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;193.2;high;;;;
813562913;attr_changed;classification;highway;primary;secondary;Sokolovská;secondary;364.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
814304910;attr_changed;classification;highway;secondary;tertiary;Komořanská;tertiary;615.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
815534490;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;67.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
815534492;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;232.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
815534493;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;232.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
815534495;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;111.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
815534496;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;56.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
816468501;attr_changed;classification;highway;secondary;tertiary;Ryšavého;tertiary;202.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
816468502;attr_changed;classification;highway;secondary;tertiary;Ryšavého;tertiary;206.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
816468503;attr_changed;classification;highway;secondary;tertiary;Ryšavého;tertiary;206.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
816497264;attr_changed;classification;highway;primary;secondary;Vltavská;secondary;137.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
817107310;attr_changed;classification;highway;primary;secondary;Vltavská;secondary;103.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
817107312;attr_changed;classification;highway;primary;secondary;Vltavská;secondary;115.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
817107324;attr_changed;classification;highway;primary;secondary;Vltavská;secondary;117.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
817107327;attr_changed;classification;highway;primary;secondary;Vltavská;secondary;103.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
827588785;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;168.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
828122200;attr_changed;classification;highway;primary;secondary;Argentinská;secondary;129.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
828122201;attr_changed;classification;highway;primary;secondary;Za Viaduktem;secondary;18.5;high;;;;
828122202;attr_changed;classification;highway;primary;secondary;Za Viaduktem|nábřeží Kapitána Jaroše;secondary;253.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
836151249;attr_changed;classification;highway;primary;secondary;Karlovo náměstí;secondary;115.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
840310000;attr_changed;classification;highway;primary_link;trunk_link;;trunk_link;101.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
840310001;attr_changed;classification;highway;primary_link;trunk_link;;trunk_link;101.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
844169003;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;488.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
844169005;attr_changed;classification;highway;secondary;secondary|tertiary;Modřanská;secondary|tertiary;487.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
844169018;attr_changed;classification;highway;secondary_link;tertiary_link;;tertiary_link;46.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
844169020;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;470.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
844207482;attr_changed;classification;highway;secondary;residential;Janáčkovo nábřeží;residential;164.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
844361626;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;488.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
844361627;attr_changed;classification;highway;secondary;secondary|tertiary;Modřanská;secondary|tertiary;487.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
846857583;attr_changed;classification;highway;secondary;primary;Zenklova;primary;34.4;high;;;;
846901508;attr_changed;classification;highway;secondary;tertiary;Rašínovo nábřeží;tertiary;351.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
849538281;attr_changed;classification;highway;secondary;tertiary;Rašínovo nábřeží;tertiary;173.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
849538283;attr_changed;classification;highway;secondary;tertiary;Rašínovo nábřeží;tertiary;140.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
849538284;attr_changed;classification;highway;secondary;tertiary;Rašínovo nábřeží;tertiary;165.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
849538285;attr_changed;classification;highway;secondary;tertiary;Rašínovo nábřeží;tertiary;170.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
851630411;attr_changed;classification;highway;primary;secondary;Kartouzská;secondary;316.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857270303;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;380.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857270304;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;380.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857270306;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;406.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857270307;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;406.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857530424;attr_changed;classification;highway;secondary;residential;Karmelitská;residential;17.6;high;;;;
857757836;attr_changed;classification;highway;motorway_link;motorway_link|trunk_link;;motorway_link|trunk_link;346.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857783775;attr_changed;classification;highway;motorway_link;motorway_link|trunk_link;;motorway_link|trunk_link;448.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857936759;attr_changed;classification;highway;primary;trunk;Strakonická;trunk;784.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
857936760;attr_changed;classification;highway;primary;trunk;Strakonická;trunk;205.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862483670;attr_changed;classification;highway;secondary;tertiary;Michelská;tertiary;62.0;high;;;;
862759811;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;324.0;high;;;;
862759812;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;812.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862759813;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;323.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862759814;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;323.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862811904;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;662.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862811905;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;707.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862811908;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;707.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862811909;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;662.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
862811910;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;488.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
863287185;attr_changed;classification;highway;primary;secondary_link;Těšnovský tunel;secondary_link;47.8;high;;;;
863372626;attr_changed;classification;highway;secondary;residential;Klárov;residential;141.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
864147150;attr_changed;classification;highway;secondary;residential;Klárov;residential;127.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
864147151;attr_changed;classification;highway;secondary;residential;Klárov;residential;127.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
865066530;attr_changed;classification;highway;residential;secondary;Bubenská;secondary;133.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
867829783;attr_changed;classification;highway;primary;secondary;Ostrovského;secondary;118.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
867976984;attr_changed;classification;highway;primary;secondary;Hořejší nábřeží;secondary;146.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
878215791;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;59.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
878218318;attr_changed;classification;highway;secondary;primary_link;Zenklova;primary_link;22.3;high;;;;
882399876;attr_changed;classification;highway;secondary;primary_link|secondary;náměstí Na stráži;primary_link|secondary;24.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
884731051;attr_changed;classification;highway;primary_link;trunk_link;;trunk_link;101.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
885953283;attr_changed;classification;highway;motorway_link;motorway_link|trunk_link;;motorway_link|trunk_link;346.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
885970073;attr_changed;classification;highway;secondary;tertiary;Olbrachtova;tertiary;376.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
885970074;attr_changed;classification;highway;secondary;tertiary;Olbrachtova;tertiary;565.3;high;;;;
888717602;attr_changed;classification;highway;primary;trunk;Strakonická;trunk;1835.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
892320637;attr_changed;classification;highway;secondary;tertiary;Generála Šišky;tertiary;396.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
892320638;attr_changed;classification;highway;secondary;tertiary;Generála Šišky;tertiary;472.1;high;;;;
892320639;attr_changed;classification;highway;secondary;tertiary;Generála Šišky;tertiary;888.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893553867;attr_changed;classification;highway;secondary;tertiary;Zálesí;tertiary;389.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893553868;attr_changed;classification;highway;secondary;tertiary;Zálesí;tertiary;389.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893553869;attr_changed;classification;highway;secondary;tertiary;Zálesí;tertiary;559.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893922073;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;132.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893922075;attr_changed;classification;highway;secondary;secondary|trunk;;secondary|trunk;115.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893931342;attr_changed;classification;highway;secondary;trunk;;trunk;53.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893931343;attr_changed;classification;highway;secondary;trunk;;trunk;71.7;high;;;;
893931344;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;168.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
893931345;attr_changed;classification;highway;secondary;secondary|trunk;Aviatická;secondary|trunk;115.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
895222498;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;26.4;high;;;;
895222499;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;26.1;high;;;;
895222500;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;26.9;high;;;;
895222501;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;27.8;high;;;;
895639881;attr_changed;classification;highway;residential;trunk_link;;trunk_link;115.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
896708363;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;2.1;high;;;;
896708364;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;4.0;high;;;;
896708365;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;4.1;high;;;;
902048697;attr_changed;classification;highway;residential;secondary;Myslbekova;secondary;73.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
902048702;attr_changed;classification;highway;residential;secondary;Myslbekova;secondary;21.0;high;;;;
902048704;attr_changed;classification;highway;residential;secondary;Myslbekova;secondary;132.0;high;;;;
902624884;attr_changed;classification;highway;primary;primary_link;Čuprova;primary_link;289.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
902670511;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;286.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
902745486;attr_changed;classification;highway;primary;secondary;;secondary;11.5;high;;;;
902799101;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;27.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
902799105;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;35.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
903024327;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;21.9;high;;;;
904208888;attr_changed;classification;highway;secondary;residential;náměstí Curieových;residential;74.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904208889;attr_changed;classification;highway;secondary;residential;náměstí Curieových;residential;74.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904208892;attr_changed;classification;highway;secondary;residential;17. listopadu;residential;88.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904266285;attr_changed;classification;highway;secondary;tertiary;Dvořákovo nábřeží;tertiary;8.8;high;;;;
904493869;attr_changed;classification;highway;secondary;residential;Malostranské náměstí;residential;70.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904493870;attr_changed;classification;highway;secondary;residential;Letenská;residential;45.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904493872;attr_changed;classification;highway;secondary_link;residential;;residential;4.9;high;;;;
904503229;attr_changed;classification;highway;secondary;residential|tertiary;Letenská;residential|tertiary;406.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904547868;attr_changed;classification;highway;secondary;residential;Malostranské náměstí;residential;20.3;high;;;;
904547869;attr_changed;classification;highway;secondary;residential;Malostranské náměstí;residential;11.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904547871;attr_changed;classification;highway;secondary;residential;Malostranské náměstí|Tomášská;residential;20.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904547872;attr_changed;classification;highway;secondary;residential;Letenská;residential;45.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904580033;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;346.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904580034;attr_changed;classification;highway;primary;secondary;Bubenská|Hlávkův most;secondary;105.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904677924;attr_changed;classification;highway;primary;secondary;Hlávkův most|Wilsonova;secondary;483.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904693406;attr_changed;classification;highway;primary;secondary;Bubenská;secondary;38.6;high;;;;
904693407;attr_changed;classification;highway;primary;secondary;Bubenská;secondary;47.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904693408;attr_changed;classification;highway;primary_link;secondary_link;Bubenská;secondary_link;41.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904817856;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;272.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904817857;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;272.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904843455;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;43.9;high;;;;
904843457;attr_changed;classification;highway;tertiary;residential;Hybernská;residential;54.9;high;;;;
904847997;attr_changed;classification;highway;tertiary_link;secondary_link;;secondary_link;14.2;high;;;;
904847998;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;10.8;high;;;;
904958832;attr_changed;classification;highway;tertiary_link;secondary_link;;secondary_link;36.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
904958834;attr_changed;classification;highway;tertiary_link;secondary_link;;secondary_link;29.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905041225;attr_changed;classification;highway;primary;secondary;Těšnovský tunel;secondary;21.0;high;;;;
905438637;attr_changed;classification;highway;secondary;tertiary;Revoluční;tertiary;10.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905486577;attr_changed;classification;highway;secondary;tertiary;Revoluční;tertiary;10.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905486581;attr_changed;classification;highway;secondary;tertiary;nábřeží Edvarda Beneše|Štefánikův most;tertiary;310.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905486582;attr_changed;classification;highway;secondary;tertiary;Revoluční;tertiary;10.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905486584;attr_changed;classification;highway;secondary;tertiary;nábřeží Edvarda Beneše|Štefánikův most;tertiary;293.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905486585;attr_changed;classification;highway;secondary;tertiary_link;Štefánikův most;tertiary_link;19.1;high;;;;
905525693;attr_changed;classification;highway;secondary;tertiary;Lannova;tertiary;29.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905525695;attr_changed;classification;highway;secondary;tertiary;nábřeží Edvarda Beneše|Štefánikův most;tertiary;293.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905525706;attr_changed;classification;highway;secondary;tertiary;nábřeží Edvarda Beneše|Štefánikův most;tertiary;293.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905531149;attr_changed;classification;highway;secondary;tertiary;nábřeží Edvarda Beneše|Štefánikův most;tertiary;293.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
905531150;attr_changed;classification;highway;secondary;tertiary;nábřeží Edvarda Beneše|Štefánikův most;tertiary;293.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
907134745;attr_changed;classification;highway;primary;primary_link;Čuprova;primary_link;24.2;high;;;;
907134746;attr_changed;classification;highway;residential;primary_link;Čuprova;primary_link;4.7;high;;;;
907484652;attr_changed;classification;highway;residential;primary_link;Čuprova;primary_link;17.9;high;;;;
909255631;attr_changed;classification;highway;tertiary;residential;Pikovická;residential;319.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
909255632;attr_changed;classification;highway;tertiary;residential;Pikovická;residential;319.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
909627409;attr_changed;classification;highway;secondary_link;trunk_link;;trunk_link;276.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
909627410;attr_changed;classification;highway;secondary_link;trunk_link;;trunk_link;214.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
